Step,1.2B,1.4B,1B,0.8B,0.5B,0.2B
5,10.804527282714844,10.80101490020752,10.808282852172852,10.810267448425293,10.813263893127441,10.809123039245605
10,9.851856231689453,9.682203293,9.748273849487305,9.644111633300781,9.622541427612305,9.658595085144043
15,9.183165550231934,9.154930114746094,9.148889541625977,9.166378975,9.095467567443848,9.179560661315918
20,8.645088195800781,8.60406208,8.643399238586426,8.600461959838867,8.599407196044922,8.610301018
25,8.296676635742188,8.284285545349121,8.307188987731934,8.283964157104492,8.257318496704102,8.289514541625977
30,8.084066390991211,8.069012641906738,8.086139678955078,8.034919738769531,8.141711235046387,8.130681037902832
35,7.910881519317627,7.840241909,7.8486619,7.85741663,7.855522632598877,7.845790386199951
40,7.677300930023193,7.676308631896973,7.662426948547363,7.663442611694336,7.675753593444824,7.731925010681152
45,7.545621871948242,7.518867015838623,7.5417351722717285,7.546313762664795,7.5505547523498535,7.577178955078125
50,7.419859409332275,7.403904438018799,7.404592990875244,7.402985572814941,7.431255340576172,7.417435646057129
55,7.301203251,7.269179821014404,7.272388458251953,7.309291362762451,7.3147807121276855,7.304655075073242
60,7.206880569458008,7.131551265716553,7.161920070648193,7.234121799468994,7.202845573425293,7.191685676574707
65,7.123936653137207,7.0506205558776855,7.113485813140869,7.124945163726807,7.118964672088623,7.129770755767822
70,7.015880584716797,6.912314414978027,6.983765125274658,7.010782241821289,7.025892734527588,6.985981464385986
75,6.893427848815918,6.819062232971191,6.877042770385742,6.938558578491211,6.880620956420898,6.893671035766602
80,6.812073707580566,6.739784240722656,6.779362678527832,6.794952869415283,6.8156538009643555,6.856615067
85,6.696345806121826,6.694274902,6.692882061004639,6.705010414123535,6.728604793548584,6.736946105957031
90,6.641536235809326,6.605078220367432,6.612816333770752,6.6171112060546875,6.646703720092773,6.648888588
95,6.521605968475342,6.536836624145508,6.680796146392822,6.571781635284424,6.613002300262451,6.583072185516357
100,6.443212985992432,6.448075294494629,6.469992160797119,6.482223033905029,6.483309268951416,6.458751201629639
105,6.445810317993164,6.345612525939941,6.383018970489502,6.394971848,6.398013591766357,6.446820259094238
110,6.380358695983887,6.327695846557617,6.311830043792725,6.345836639404297,6.354269027709961,6.332245826721191
115,6.230889797210693,6.182497501373291,6.232523441314697,6.249993324279785,6.2522807121276855,6.219110488891602
120,6.156785965,6.156888484954834,6.138283729553223,6.160979270935059,6.179965496063232,6.1902642250061035
125,6.067229747772217,6.122546672821045,6.081601619720459,6.173983097076416,6.138634682,6.187437534332275
130,6.010677814483643,6.044493198394775,6.022201061248779,6.060676574707031,6.010305404663086,6.076261043548584
135,6.0116777420043945,5.945859432220459,5.922878265380859,5.93951416,5.967418670654297,5.963270664215088
140,5.9139790534973145,5.863957405090332,5.862761497497559,5.915494918823242,5.944968223571777,5.960157394
145,5.806863307952881,5.788995265960693,5.808286190032959,5.885490894317627,5.835216522216797,5.8946404457092285
150,5.894974708557129,5.815083980560303,5.782364368438721,5.794945717,5.7495808601379395,5.768499851226807
155,5.787347793579102,5.647235394,5.725986480712891,5.676373481750488,5.681695461273193,5.781641960144043
160,5.737049579620361,5.579273223876953,5.660588264465332,5.6454901695251465,5.655270099639893,5.701763153076172
165,5.597926139831543,5.612992286682129,5.548037528991699,5.591446399688721,5.5813117027282715,5.597949981689453
170,5.492082595825195,5.4853105545043945,5.446719169616699,5.518233776092529,5.488607883453369,5.509252548217773
175,5.553511142730713,5.379267692565918,5.442143917,5.439897060394287,5.4363884925842285,5.517874717712402
180,5.471859455108643,5.338230133056641,5.404905796051025,5.3766374588012695,5.396098613739014,5.405904293060303
185,5.378990650177002,5.300383567810059,5.321418285369873,5.314040184020996,5.325626373291016,5.325357437133789
190,5.279371262,5.246648788452148,5.2801103591918945,5.281395912,5.224676609039307,5.302730560302734
195,5.192309856414795,5.171886920928955,5.201376914978027,5.200611114501953,5.166098117828369,5.259302139282227
200,5.220862865447998,5.049330711364746,5.094121456,5.116332530975342,5.095150947570801,5.123046875
205,5.191287040710449,4.9644694328308105,5.044831753,5.099907398223877,5.098686695098877,5.033583164215088
210,5.092282295227051,4.925315856933594,4.972415924072266,5.049556255340576,4.997290611,5.032802581787109
215,4.969274997711182,4.956748962402344,4.916719913482666,4.931940556,4.888486862182617,4.9435319900512695
220,4.920046329498291,4.8062520027160645,4.810347080230713,4.852123737335205,4.7870073318481445,4.819062232971191
225,4.864228248596191,4.710761547088623,4.738904953,4.7962117195129395,4.6911821365356445,4.746096134185791
230,4.775572776794434,4.621890068054199,4.633337020874023,4.7340779304504395,4.709484577178955,4.734442234039307
235,4.680361270904541,4.536307334899902,4.600007534,4.695668697357178,4.678639888763428,4.636692523956299
240,4.597931385040283,4.511953830718994,4.521142959594727,4.587230205535889,4.5746684074401855,4.540811061859131
245,4.573274136,4.430973052978516,4.449445724487305,4.5011677742004395,4.468133449554443,4.449389934539795
250,4.467555522918701,4.357031822,4.412987709,4.451998233795166,4.371927261352539,4.4201250076293945
255,4.396356582641602,4.2855730056762695,4.348922252655029,4.367442607879639,4.338135719299316,4.354279995
260,4.3379902839660645,4.258427619934082,4.267768383026123,4.311736583709717,4.372109889984131,4.292140007019043
265,4.291204452514648,4.2388834953308105,4.261930465698242,4.272703170776367,4.316857814788818,4.271732807159424
270,4.246072292327881,4.192327976226807,4.1826300621032715,4.273958683013916,4.229075908660889,4.244857311248779
275,4.193958282470703,4.142883301,4.1292009353637695,4.214698314666748,4.161600589752197,4.208134174346924
280,4.161605358123779,4.080805302,4.097405433654785,4.126984119415283,4.1538286209106445,4.155248165130615
285,4.1072282791137695,4.029016971588135,4.0639777183532715,4.0720977783203125,4.103219985961914,4.0797247886657715
290,4.0892744064331055,4.023828983306885,4.072403907775879,4.0420098304748535,4.059092044830322,4.069243431091309
295,4.043528079986572,4.0137152671813965,3.9990601539611816,4.038095474243164,4.011722564697266,4.036619186401367
300,3.991913080215454,3.978846549987793,3.956787109,4.031870365142822,3.991835355758667,3.9859724044799805
305,3.9613468647003174,3.933159828186035,3.930698871612549,3.9785845279693604,3.9445295333862305,3.9536375999450684
310,3.934495687484741,3.8819427490234375,3.9279356002807617,3.9205331802368164,3.909062385559082,3.9708805084228516
315,3.9014322757720947,3.8482329845428467,3.8880650997161865,3.8907527923583984,3.896493673324585,3.969913959503174
320,3.886664628982544,3.8323028087615967,3.841163396835327,3.8739712238311768,3.8677926063537598,3.906447172164917
325,3.866955041885376,3.8474793434143066,3.7989895343780518,3.836923122406006,3.8690268993377686,3.870849132537842
330,3.8161051273345947,3.813222646713257,3.76257062,3.812478542327881,3.8480591773986816,3.8214335441589355
335,3.787221908569336,3.763733148574829,3.7730391025543213,3.8136074542999268,3.801647186279297,3.811339855194092
340,3.745274066925049,3.727161407470703,3.8819456100463867,3.7580950260162354,3.7620253562927246,3.791585683822632
345,3.754439353942871,3.720613479614258,3.8739988803863525,3.7218306064605713,3.7325565814971924,3.776442289352417
350,3.7385921478271484,3.711005210876465,3.7937211990356445,3.738314390182495,3.7281484603881836,3.7505481243133545
355,3.7295689582824707,3.699084520339966,3.7384891510009766,3.696791410446167,3.7304329872131348,3.7221291065216064
360,3.695953845977783,3.6867318153381348,3.6965508460998535,3.691115617752075,3.6905064582824707,3.6891322135925293
365,3.6501269340515137,3.6425232887268066,3.645895243,3.6527669429779053,3.6607651710510254,3.7104485034942627
370,3.6456422805786133,3.624164104,3.6272997856140137,3.6254448890686035,3.6343791484832764,3.746638059616089
375,3.6352128982543945,3.588322639465332,3.634960889816284,3.6040542125701904,3.6084580421447754,3.776719570159912
380,3.6127583980560303,3.567091703414917,3.7130424976348877,3.654014825820923,3.5896096229553223,3.717242479324341
385,3.5946640968322754,3.5789899826049805,3.6679909229278564,3.628861189,3.618751287460327,3.6637704372406006
390,3.5742881298065186,3.560213804244995,3.660545587539673,3.586279869,3.6090149879455566,3.6220853328704834
395,3.5474326610565186,3.552616596221924,3.6025185585021973,3.550743341445923,3.5746636390686035,3.6035900115966797
400,3.5389292240142822,3.515563726425171,3.5620992183685303,3.5143606662750244,3.5596725940704346,3.587524652481079
405,3.540471076965332,3.494595766067505,3.5432426929473877,3.5411386489868164,3.5470402240753174,3.5752382278442383
410,3.508108377456665,3.4940433502197266,3.520298719406128,3.5166444778442383,3.5195653438568115,3.5556375980377197
415,3.4847376346588135,3.4837377071380615,3.508080005645752,3.497129201889038,3.503980875015259,3.5541679859161377
420,3.4703495502471924,3.470028877258301,3.4978787899017334,3.4825618267059326,3.4776980876922607,3.5686233043670654
425,3.469761610031128,3.459761619567871,3.494797468185425,3.4641683101654053,3.4669272899627686,3.5950467586517334
430,3.4999263286590576,3.431070566177368,3.481776237487793,3.4465484619140625,3.4500725269317627,3.5464963912963867
435,3.464974880218506,3.422870635986328,3.4638850688934326,3.439819336,3.436788320541382,3.520540237426758
440,3.431757688522339,3.404949188232422,3.449152946472168,3.4167916774749756,3.4262137413024902,3.5026865005493164
445,3.4078314304351807,3.3893697261810303,3.424417495727539,3.405836820602417,3.433724880218506,3.497716188430786
450,3.3958001136779785,3.401808023452759,3.4165866374969482,3.425492048,3.450113534927368,3.485987901687622
455,3.3770368099212646,3.3874478340148926,3.414780616760254,3.4365413188934326,3.418929100036621,3.473803997039795
460,3.3831207752227783,3.366802930831909,3.393524408340454,3.4316258430480957,3.394770860671997,3.482323169708252
465,3.3848254680633545,3.352508783340454,3.3734641075134277,3.403986930847168,3.381298065185547,3.498293876647949
470,3.367544174194336,3.332735538482666,3.374445915222168,3.362877846,3.3568310737609863,3.4945874214172363
475,3.345769166946411,3.3169407844543457,3.3764517307281494,3.342280864715576,3.359893798828125,3.477205991744995
480,3.3228743076324463,3.310772180557251,3.3752851486206055,3.3315839767456055,3.3506157398223877,3.4514777660369873
485,3.327634811401367,3.3165996074676514,3.3629579544067383,3.327143430709839,3.3410768508911133,3.430032730102539
490,3.3236985206604004,3.304319381713867,3.3385632038116455,3.332623243331909,3.344191074371338,3.420802593231201
495,3.2959201335906982,3.291762351989746,3.321552276611328,3.309133529663086,3.326629638671875,3.433122396469116
500,3.300807237625122,3.2911744117736816,3.3071582317352295,3.299436092376709,3.3085439205169678,3.4362142086029053
505,3.297128200531006,3.283724546432495,3.308060408,3.2854368686676025,3.2995073795318604,3.419886350631714
510,3.2802464962005615,3.302992105484009,3.3035848140716553,3.282153367996216,3.2971038818359375,3.4286627769470215
515,3.267096757888794,3.3280413150787354,3.299403190612793,3.2882847785949707,3.2948195934295654,3.4251129627227783
520,3.2601187229156494,3.283803939819336,3.275561571121216,3.26308012,3.284630060195923,3.4099907875061035
525,3.241766929626465,3.262288808822632,3.264681577682495,3.249943971633911,3.274567127227783,3.4056432247161865
530,3.2454566955566406,3.2388808727264404,3.2587897777557373,3.2505006790161133,3.257734775543213,3.404099464416504
535,3.236111640930176,3.2203736305236816,3.2541561126708984,3.2392380237579346,3.2529637813568115,3.464322566986084
540,3.2210142612457275,3.2186012268066406,3.2412450313568115,3.241220712661743,3.259626626968384,3.461916208267212
545,3.2276837825775146,3.2391695976257324,3.237089157104492,3.2340104579925537,3.2469570636749268,3.4285454750061035
550,3.219480037689209,3.211484432220459,3.2358434200286865,3.216505765914917,3.2361440658569336,3.4018001556396484
555,3.210503339767456,3.1998589038848877,3.224482297897339,3.220174789428711,3.2442030906677246,3.3930225372314453
560,3.1994454860687256,3.186110734939575,3.2172343730926514,3.2147557735443115,3.2480220794677734,3.3896682262420654
565,3.189140558242798,3.181931257247925,3.203364610671997,3.195012331008911,3.2216663360595703,3.3873841762542725
570,3.1791861057281494,3.1748528480529785,3.2098352909088135,3.1803665161132812,3.210980176925659,3.399745464324951
575,3.173987627029419,3.1670334339141846,3.194901228,3.1939635276794434,3.202186107635498,3.4017529487609863
580,3.168344020843506,3.168268918991089,3.177467107772827,3.1874306201934814,3.1976375579833984,3.405660868
585,3.171473264694214,3.1600167751312256,3.172866106033325,3.171896457672119,3.2047526836395264,3.4045801162719727
590,3.160022735595703,3.1517813205718994,3.1731178760528564,3.1674208641052246,3.2214596271514893,3.4071390628814697
595,3.150407552719116,3.1368720531463623,3.1611437797546387,3.152237892150879,3.200310230255127,3.3906776905059814
600,3.1477694511413574,3.1329171657562256,3.154555082321167,3.149307966,3.186717987060547,3.397507667541504
605,3.140188217163086,3.130326509475708,3.1510047912597656,3.1464836597442627,3.173495292663574,3.401383162
610,3.1372287273406982,3.137399435043335,3.1458280086517334,3.1348798274993896,3.169849157333374,3.4100496768951416
615,3.128032922744751,3.128135919570923,3.148143768310547,3.142960786819458,3.169116497039795,3.412766218185425
620,3.131089925765991,3.1172845363616943,3.1294589042663574,3.1271965503692627,3.1611011028289795,3.409574508666992
625,3.1206777095794678,3.107957363128662,3.125704050064087,3.1202895641326904,3.1596219539642334,3.416829824447632
630,3.114044189453125,3.1037776470184326,3.119478464126587,3.1369693279266357,3.154348611831665,3.419963836669922
635,3.1084182262420654,3.0873684883117676,3.116689443588257,3.127835273742676,3.144329071044922,3.423064708709717
640,3.100381851196289,3.0985395908355713,3.112818717956543,3.114501476287842,3.137587785720825,3.4159491062164307
645,3.095512628555298,3.092937469482422,3.1126041412353516,3.122951030731201,3.147033452987671,3.4246461391448975
650,3.0837600231170654,3.080152750015259,3.0955686569213867,3.1065993309020996,3.142691135406494,3.4209530353546143
655,3.0840210914611816,3.072395086288452,3.0925095081329346,3.1052753925323486,3.133079767227173,3.4282779693603516
660,3.076267957687378,3.0770645141601562,3.0892138481140137,3.090766191482544,3.1362271308898926,3.438153028488159
665,3.076387643814087,3.071174383163452,3.0841894149780273,3.085570812225342,3.128619671,3.449979066848755
670,3.073207378387451,3.0672147274017334,3.0773239135742188,3.080213785171509,3.1216068267822266,3.4442994594573975
675,3.0707967281341553,3.0583066940307617,3.1085081100463867,3.078986644744873,3.1178205013275146,3.446777582168579
680,3.0658082962036133,3.0536305904388428,3.119262933731079,3.0802037715911865,3.1229758262634277,3.4670093059539795
685,3.054452657699585,3.0443499088287354,3.092106342315674,3.0692217350006104,3.11635685,3.473931312561035
690,3.0507636070251465,3.0421640872955322,3.0769615173339844,3.0644235610961914,3.115586280822754,3.476217508
695,3.0441832542419434,3.0422420501708984,3.067758321762085,3.0569605827331543,3.1052000522613525,3.4738504886627197
700,3.040440320968628,3.0314712524414062,3.051495313644409,3.0547385215759277,3.1069440841674805,3.4685869216918945
705,3.038074254989624,3.0333473682403564,3.055886745452881,3.067478895187378,3.1028645038604736,3.482727527618408
710,3.0399465560913086,3.0367751121520996,3.0553219318389893,3.053622245788574,3.094689130783081,3.4883615970611572
715,3.0347516536712646,3.031038761138916,3.0427889823913574,3.0436086654663086,3.096676826477051,3.4949347972869873
720,3.0254805088043213,3.0271034240722656,3.0372331142425537,3.0379199981689453,3.0906875133514404,3.5044000148773193
725,3.021399974822998,3.019413709640503,3.0352489948272705,3.038433552,3.0927326679229736,3.5089898109436035
730,3.0185983180999756,3.0078961849212646,3.032242774963379,3.040459394454956,3.0839951038360596,3.5178916454315186
735,3.009187698364258,3.008112668991089,3.026728868484497,3.0280539989471436,3.081050157546997,3.520793914794922
740,3.0136873722076416,3.003345251083374,3.0235464572906494,3.027095317840576,3.0826926231384277,3.528402567
745,3.0155394077301025,3.001643180847168,3.0218374729156494,3.0337767601013184,3.084228516,3.5416245460510254
750,2.9991018772125244,2.990948438644409,3.010972738265991,3.017634153366089,3.075740098953247,3.539083242416382
755,2.994600296020508,2.9954235553741455,3.0171985626220703,3.0148768424987793,3.076042652130127,3.5541460514068604
760,2.9969186782836914,2.985922098,3.008120298,3.0110113620758057,3.0713160037994385,3.5629770755767822
765,2.9966907501220703,2.986102819442749,3.017697811126709,3.010615110397339,3.070636034011841,3.572679042816162
770,2.987144708633423,2.9781301021575928,3.0157134532928467,3.0146892070770264,3.0737829208374023,3.5757408142089844
775,2.980581045150757,2.9736223220825195,3.0142629146575928,3.0049264430999756,3.0707926750183105,3.5822317600250244
780,2.992356777191162,2.9776053428649902,2.9995810985565186,2.999937057495117,3.063314199447632,3.587399482727051
785,2.9919166564941406,2.9784772396087646,2.9955081939697266,3.005552291870117,3.0673999786376953,3.601193428039551
790,2.975274085998535,2.9646730422973633,2.9968440532684326,2.993403196334839,3.063652753829956,3.6124250888824463
795,2.9689221382141113,2.959008217,3.0143840312957764,2.994028329849243,3.0746982097625732,3.622401237487793
800,2.964552640914917,2.9565813541412354,2.9919166564941406,2.988703727722168,3.065760374069214,3.6249349117279053
805,2.9691600799560547,2.9650566577911377,2.9839565753936768,2.9875168800354004,3.0590338706970215,3.6458301544189453
810,2.963141679763794,2.961488962173462,2.9785733222961426,2.9858694076538086,3.0545244216918945,3.6483938694000244
815,2.9586305618286133,2.9529430866241455,2.978097915649414,2.9813649654388428,3.0537056922912598,3.658942937850952
820,2.952277421951294,2.9532594680786133,2.969034194946289,2.9804651737213135,3.0477654933929443,3.6655025482177734
825,2.953049659729004,2.964268922805786,2.9716663360595703,2.976466655731201,3.0457916259765625,3.675419807434082
830,2.9541821479797363,2.952648401260376,2.966785430908203,2.977168321609497,3.0518596172332764,3.6836233139038086
835,2.9536962509155273,2.9461569786071777,2.965505838394165,2.9747772216796875,3.053701162338257,3.6902871131896973
840,2.945080041885376,2.943164110183716,2.964078426361084,2.9760217666625977,3.053633689880371,3.7022409439086914
845,2.9414286613464355,2.932340383529663,2.956084966659546,2.9705774784088135,3.044933557510376,3.7064876556396484
850,2.9404947757720947,2.9325716495513916,2.9587457180023193,2.9633708000183105,3.0446386337280273,3.722201347351074
855,2.9370975494384766,2.926927328109741,2.950110435,2.9569501876831055,3.041044235229492,3.730548143386841
860,2.928804874420166,2.9233758449554443,2.952414035797119,2.9544172286987305,3.0427191257476807,3.7403013706207275
865,2.937645912,2.928912401199341,2.9517223834991455,2.9616405963897705,3.0443167686462402,3.753533124923706
870,2.926626205444336,2.921199083328247,2.945629596710205,2.955977439880371,3.0462005138397217,3.7613232135772705
875,2.9229631423950195,2.9190657138824463,2.941169500350952,2.9537477493286133,3.041140556335449,3.7738358974456787
880,2.9238662719726562,2.9180688858032227,2.9421823024749756,2.9546844959259033,3.0373759269714355,3.7744882106781006
885,2.928906202316284,2.9149672985076904,2.940150737762451,2.9461557865142822,3.0383732318878174,3.795206308364868
890,2.924276113510132,2.913048744,2.9393389225006104,2.9440128803253174,3.0359396934509277,3.803891658782959
895,2.9169416427612305,2.9375360012054443,2.9358792304992676,2.939514636993408,3.0383150577545166,3.8141820430755615
900,2.9100680351257324,2.916273832321167,2.930591344833374,2.946948528289795,3.0333237648010254,3.8229663372039795
905,2.9087531566619873,2.9126625061035156,2.926790952682495,2.9380595684051514,3.0334506034851074,3.8345494270324707
910,2.9125311374664307,2.901050090789795,2.922300338745117,2.9362730979919434,3.031560182571411,3.842771053314209
915,2.9072704315185547,2.8941831588745117,2.9237024784088135,2.9308228492736816,3.0357329845428467,3.8449389934539795
920,2.930316686630249,2.890869141,2.9200170040130615,2.9273149967193604,3.0320794582366943,3.869353771209717
925,2.908562421798706,2.9024205207824707,2.9378130435943604,2.9313127994537354,3.0259411334991455,3.8743855953216553
930,2.8999249935150146,2.905731201171875,2.9298157691955566,2.929255723953247,3.035100221633911,3.8879013061523438
935,2.8995230197906494,2.902726650238037,2.9307782649993896,2.9331767559051514,3.0384674072265625,3.9062929153442383
940,2.8910911083221436,2.888714551925659,2.9128003120422363,2.922333002090454,3.0274367332458496,3.9012398719787598
945,2.8922998905181885,2.8824915885925293,2.9080355167388916,2.9236373901367188,3.0238726139068604,3.9182488918304443
950,2.887472629547119,2.8833260536193848,2.908104181289673,2.9229092597961426,3.0271551609039307,3.9272148609161377
955,2.8924243450164795,2.883213520050049,2.908127784729004,2.919545888900757,3.0292487144470215,3.941760778427124
960,2.8848378658294678,2.880397081375122,2.9065747261047363,2.9220175743103027,3.032902240753174,3.9600679874420166
965,2.886047124862671,2.8810606002807617,2.9038193225860596,2.9195051193237305,3.023153066635132,3.958958864212036
970,2.8794732093811035,2.8712079524993896,2.899522066116333,2.911926746368408,3.024564504623413,3.9797451496124268
975,2.8770253658294678,2.8704655170440674,2.8948745727539062,2.910768747329712,3.023672580718994,3.9947304725646973
980,2.8742034435272217,2.8738067150115967,2.8964731693267822,2.9146275520324707,3.0230109691619873,4.004197120666504
985,2.8768231868743896,2.8716025352478027,2.896488666534424,2.9148058891296387,3.0276246070861816,4.017039775848389
990,2.8757975101470947,2.8663485050201416,2.8934764862060547,2.908057213,3.032656192779541,4.023144245147705
995,2.8715507984161377,2.861793279647827,2.888051986694336,2.9059641361236572,3.0234687328338623,4.023988723754883
1000,2.8693926334381104,2.858104705810547,2.8841307163238525,2.9031155109405518,3.022277593612671,4.046023368835449
1005,2.866551637649536,2.855762004852295,2.889061450958252,2.9060442447662354,3.0219533443450928,4.0622429847717285
1010,2.8635754585266113,2.8566904067993164,2.8974509239196777,2.9062445163726807,3.0229339599609375,4.0662078857421875
1015,2.868978261947632,2.858048915863037,2.890042304992676,2.9034788608551025,3.024049997329712,4.080973148345947
1020,2.865889549255371,2.8590211868286133,2.8855955600738525,2.900752544403076,3.0351357460021973,4.095019340515137
1025,2.858516216278076,2.8492674827575684,2.8777904510498047,2.893963575363159,3.0251548290252686,4.102000713348389
1030,2.8752381801605225,2.8519585132598877,2.878708600997925,2.9029862880706787,3.029986858,4.123246192932129
1035,2.8792386054992676,2.8478057384490967,2.877105474472046,2.8925728797912598,3.020711898803711,4.130681037902832
1040,2.8608338832855225,2.8453710079193115,2.8754782676696777,2.891117572784424,3.0242369174957275,4.143293380737305
1045,2.855473279953003,2.845186471939087,2.874246359,2.8928747177124023,3.023444414138794,4.1545000076293945
1050,2.8516721725463867,2.8419790267944336,2.9071385860443115,2.8894400596618652,3.0349907875061035,4.165180206298828
1055,2.8502001762390137,2.8436009883880615,2.885061502456665,2.889864444732666,3.0296568870544434,4.178504467010498
1060,2.8465874195098877,2.841412067,2.8772125244140625,2.891212224960327,3.026872396469116,4.192201137542725
1065,2.843858003616333,2.833317279815674,2.8660337924957275,2.886653184890747,3.031054735183716,4.208247184753418
1070,2.844738245010376,2.832900285720825,2.865133047103882,2.884549379348755,3.0283937454223633,4.212060928344727
1075,2.846181869506836,2.8320231437683105,2.8656327724456787,2.8829338550567627,3.032869338989258,4.2322492599487305
1080,2.845224618911743,2.836867570877075,2.8646697998046875,2.883690118789673,3.024869441986084,4.243444442749023
1085,2.8420634269714355,2.8313517570495605,2.8607430458068848,2.884861946105957,3.030750274658203,4.255186557769775
1090,2.839592456817627,2.8304495811462402,2.858748435974121,2.8810722827911377,3.036149263381958,4.272432804107666
1095,2.8346426486968994,2.825955629348755,2.856297492980957,2.8819515705108643,3.0280566215515137,4.271068572998047
1100,2.838388204574585,2.824592113494873,2.8613271713256836,2.8833320140838623,3.0325841903686523,4.306882858276367
1105,2.8298187255859375,2.8180785179138184,2.8565735816955566,2.874282121658325,3.0321125984191895,4.2929511070251465
1110,2.8345277309417725,2.820598602294922,2.8757340908050537,2.8755311965942383,3.0329182147979736,4.318933010101318
1115,2.831983804702759,2.8281848430633545,2.863741397857666,2.8843324184417725,3.0404534339904785,4.331901550292969
1120,2.8264248371124268,2.821671485900879,2.8494608402252197,2.870065450668335,3.0334525108337402,4.336798667907715
1125,2.8303945064544678,2.8194634914398193,2.8508408069610596,2.8729872703552246,3.0329976081848145,4.355095863342285
1130,2.8266797065734863,2.815495729446411,2.846158742904663,2.8728206157684326,3.038832664489746,4.369845867156982
1135,2.826819896697998,2.811685085296631,2.847313404083252,2.8720781803131104,3.0364644527435303,4.385465621948242
1140,2.824389934539795,2.8152730464935303,2.8437063694000244,2.869100809,3.028825521469116,4.393492698669434
1145,2.8184821605682373,2.809290647506714,2.850663661956787,2.8677446842193604,3.0373587608337402,4.407382965087891
1150,2.8164844512939453,2.807047128677368,2.844046115875244,2.866694211959839,3.0400285720825195,4.4161906242370605
1155,2.814216375350952,2.8028807640075684,2.838834285736084,2.864846945,3.0386173725128174,4.421004295349121
1160,2.8132290840148926,2.8033411502838135,2.8375625610351562,2.862703323364258,3.041537046432495,4.445120811462402
1165,2.8142635822296143,2.8023924827575684,2.8388805389404297,2.8657639026641846,3.0457282066345215,4.454155445098877
1170,2.8163750171661377,2.802936077,2.8351211547851562,2.863455057144165,3.047379732131958,4.473595142364502
1175,2.8074872493743896,2.797600269317627,2.8360931873321533,2.858844757080078,3.0351510047912598,4.483050823
1180,2.8105685710906982,2.7989113330841064,2.8390088081359863,2.8652262687683105,3.0312323570251465,4.501620292663574
1185,2.8093509674072266,2.798919677734375,2.834927797317505,2.860713481903076,3.0422897338867188,4.510640621185303
